type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50
snapshot;2026-03-22T12:53:33.198Z;0191;loser;0190;B04.S02.S03.S02;4;S02 quick recovery: DEFAULT_MIN_MERGE 40->32 (keep MIN_GALLOPING=8, pool128);medium;56,578 ms;53,327 ms;55,335 ms;53,710 ms;1,392%;2,197%;0,983522;1,648%;0126;0,955454;-4,749%;quick,medium,balanced;overall_geomean_score_p50;1,074053;0,945823;-13,557%;0,983522;0,940352;-4,591%;0,949006;0,980684;3,230%;7/7;0;302,237 ms;1,00%;0;0,940352;0,983522;-4,591%;76845,000 ms (76,845 s);77163,000 ms (77,163 s);37815,301 ms (37,815 s);38463,511 ms (38,464 s);76278,811 ms (76,279 s);1,000828;0,955454;-4,749%;4,455%;-0,083%
snapshot;2026-03-22T12:55:01.944Z;0192;loser;0191;B04.S02.S03.S02;5;S02 final attempt: MAX_POOLED_TMP_LENGTH multiplier 128->64 (MIN_MERGE32, MIN_GALLOPING8, threshold512);medium;56,242 ms;51,811 ms;54,311 ms;49,516 ms;0,199%;3,435%;0,952196;4,780%;0126;0,986034;-1,298%;quick,medium,balanced;overall_geomean_score_p50;1,066808;0,980687;-8,782%;0,952196;0,985485;3,378%;0,981000;0,991962;1,105%;7/7;0;283,503 ms;1,00%;0;0,985485;0,952196;3,378%;76469,000 ms (76,469 s);76768,000 ms (76,768 s);37885,475 ms (37,885 s);37936,051 ms (37,936 s);75821,525 ms (75,822 s);0,998835;0,986034;-1,298%;1,397%;0,116%
snapshot;2026-03-22T12:56:40.330Z;0193;loser;0126;B04.S02.S03.S03;1;replay on anchor 0126: combine case4 insertion shift + BULK_COPY_THRESHOLD 512->24;medium;57,329 ms;56,666 ms;56,830 ms;58,404 ms;-6,766%;0,870%;0,995872;0,413%;0126;0,984433;-6,296%;quick,medium,balanced;overall_geomean_score_p50;1,128584;0,997438;-13,148%;0,995872;0,980314;-1,587%;1,019476;0,975679;-4,489%;7/7;0;282,133 ms;1,00%;0;0,980314;0,995872;-1,587%;77035,000 ms (77,035 s);77332,000 ms (77,332 s);38341,653 ms (38,342 s);38094,288 ms (38,094 s);76435,941 ms (76,436 s);1,046417;0,984433;-6,296%;1,557%;-4,642%
snapshot;2026-03-22T12:58:12.089Z;0194;loser;0193;B04.S02.S03.S03;2;S03 moderation: BULK_COPY_THRESHOLD 24->128 with case4 replay retained;medium;56,677 ms;52,971 ms;54,444 ms;49,387 ms;4,065%;3,939%;0,983333;1,667%;0126;0,987622;-1,646%;quick,medium,balanced;overall_geomean_score_p50;1,020767;1,042148;2,052%;0,983333;0,953234;-3,158%;1,007910;0,969713;-3,939%;7/7;0;291,210 ms;1,00%;0;0,953234;0,983333;-3,158%;76612,000 ms (76,612 s);76919,000 ms (76,919 s);38021,213 ms (38,021 s);37978,837 ms (37,979 s);76000,050 ms (76,000 s);1,003883;0,987622;-1,646%;1,238%;-0,388%
snapshot;2026-03-22T12:59:44.491Z;0195;loser;0194;B04.S02.S03.S03;3;S03 threshold sweep: BULK_COPY_THRESHOLD 128->256 with case4;medium;56,511 ms;56,211 ms;54,122 ms;48,972 ms;-0,242%;4,227%;0,953709;4,629%;0126;0,993648;-1,274%;quick,medium,balanced;overall_geomean_score_p50;1,061932;1,030497;-3,050%;0,953709;0,969211;1,599%;1,006189;0,982273;-2,435%;7/7;0;276,346 ms;1,00%;0;0,969211;0,953709;1,599%;75641,000 ms (75,641 s);75932,000 ms (75,932 s);37472,365 ms (37,472 s);37562,980 ms (37,563 s);75035,345 ms (75,035 s);1,006308;0,993648;-1,274%;0,635%;-0,631%
snapshot;2026-03-22T13:01:12.330Z;0196;loser;0195;B04.S02.S03.S03;4;S03 historical direction: DEFAULT_MIN_GALLOPING 9->8 with case4+threshold256;medium;55,986 ms;52,003 ms;55,212 ms;51,292 ms;-1,320%;1,382%;0,975367;2,463%;0126;0,990040;-2,985%;quick,medium,balanced;overall_geomean_score_p50;1,096541;1,023526;-7,134%;0,975367;0,972258;-0,320%;0,991031;0,975165;-1,627%;7/7;0;271,225 ms;1,00%;0;0,972258;0,975367;-0,320%;76223,000 ms (76,223 s);76509,000 ms (76,509 s);37825,917 ms (37,826 s);37800,855 ms (37,801 s);75626,772 ms (75,627 s);1,019593;0,990040;-2,985%;0,996%;-1,959%
snapshot;2026-03-22T13:02:43.286Z;0197;loser;0196;B04.S02.S03.S03;5;S03 final attempt: BULK_COPY_THRESHOLD 256->512 with MIN_GALLOPING8 + case4;medium;56,750 ms;54,063 ms;55,117 ms;51,690 ms;-0,068%;2,877%;0,986525;1,348%;0126;0,981254;-3,978%;quick,medium,balanced;overall_geomean_score_p50;1,080334;1,026393;-5,255%;0,986525;0,961516;-2,601%;0,996550;0,957357;-4,094%;7/7;0;288,776 ms;1,00%;0;0,961516;0,986525;-2,601%;76858,000 ms (76,858 s);77161,000 ms (77,161 s);37698,207 ms (37,698 s);38529,146 ms (38,529 s);76227,353 ms (76,227 s);1,020286;0,981254;-3,978%;1,875%;-2,029%
snapshot;2026-03-22T13:04:25.535Z;0198;loser;0016;B04.S03;1;anchor 0016 S03: MAX_POOLED_TMP_LENGTH multiplier 64->128;medium;58,198 ms;54,532 ms;56,347 ms;49,419 ms;-3,221%;3,181%;0,957668;4,233%;0016;0,979945;-3,453%;quick,medium,balanced;overall_geomean_score_p50;1,083654;0,949395;-14,142%;0,957668;1,005668;4,773%;1,003993;0,985606;-1,866%;7/7;0;290,261 ms;1,00%;0;1,005668;0,957668;4,773%;77734,000 ms (77,734 s);78040,000 ms (78,040 s);38304,688 ms (38,305 s);38809,112 ms (38,809 s);77113,800 ms (77,114 s);1,013784;0,979945;-3,453%;2,006%;-1,378%
snapshot;2026-03-22T13:05:55.179Z;0199;loser;0198;B04.S03;2;S03 quick-guardrail tune: MAX_POOLED_TMP_LENGTH multiplier 128->96;medium;57,434 ms;51,570 ms;55,579 ms;51,886 ms;-1,412%;3,230%;0,976693;2,331%;0016;1,020645;-0,730%;quick,medium,balanced;overall_geomean_score_p50;1,079776;1,034544;-4,372%;0,976693;1,015212;3,794%;1,030413;1,012320;-1,787%;7/7;0;293,371 ms;1,00%;0;1,015212;0,976693;3,794%;77157,000 ms (77,157 s);77467,000 ms (77,467 s);38033,555 ms (38,034 s);38495,181 ms (38,495 s);76528,736 ms (76,529 s);1,028098;1,020645;-0,730%;-2,064%;-2,810%
snapshot;2026-03-22T13:07:24.694Z;0200;loser;0199;B04.S03;3;S03 cleanup: MAX_POOLED_TMP_LENGTH multiplier 96->64;medium;56,614 ms;53,456 ms;56,951 ms;52,811 ms;-0,583%;-0,594%;1,004226;-0,423%;0016;1,012662;-2,117%;quick,medium,balanced;overall_geomean_score_p50;1,068657;1,032582;-3,494%;1,004226;0,999520;-0,471%;1,030413;1,006184;-2,408%;7/7;0;325,092 ms;1,00%;0;0,999520;1,004226;-0,471%;77105,000 ms (77,105 s);77448,000 ms (77,448 s);38111,664 ms (38,112 s);38389,123 ms (38,389 s);76500,787 ms (76,501 s);1,034095;1,012662;-2,117%;-1,266%;-3,410%
snapshot;2026-03-22T13:08:51.941Z;0201;loser;0200;B04.S03;4;S03 strong move: BULK_COPY_THRESHOLD 32->256 (pool64 baseline);medium;58,000 ms;57,304 ms;56,008 ms;52,705 ms;2,350%;3,435%;0,953703;4,630%;0016;0,978914;-3,154%;quick,medium,balanced;overall_geomean_score_p50;1,078316;0,917836;-17,485%;0,953703;1,010771;5,646%;1,001230;1,011150;0,981%;7/7;0;285,266 ms;1,00%;0;1,010771;0,953703;5,646%;76839,000 ms (76,839 s);77140,000 ms (77,140 s);38325,879 ms (38,326 s);37871,560 ms (37,872 s);76197,439 ms (76,197 s);1,009790;0,978914;-3,154%;2,109%;-0,979%
snapshot;2026-03-22T13:10:26.299Z;0202;winner;0201;B04.S03;5;S03 final attempt: DEFAULT_MIN_GALLOPING 8->7 with threshold256;medium;56,096 ms;52,158 ms;54,718 ms;50,137 ms;0,135%;2,457%;0,983515;1,648%;0016;1,025049;1,621%;quick,medium,balanced;overall_geomean_score_p50;1,040584;1,037457;-0,301%;0,983515;1,023046;3,864%;1,002024;1,014773;1,256%;7/7;0;280,722 ms;1,00%;0;1,023046;0,983515;3,864%;75873,000 ms (75,873 s);76169,000 ms (76,169 s);37466,059 ms (37,466 s);37796,172 ms (37,796 s);75262,231 ms (75,262 s);1,008429;1,025049;1,621%;-2,505%;-0,843%
snapshot;2026-03-22T13:12:05.028Z;0203;loser;0202;B04.S03.S01;1;anchor 0202 S01: DEFAULT_MIN_MERGE 32->40;medium;57,080 ms;57,413 ms;54,453 ms;50,213 ms;-1,874%;4,601%;0,960220;3,978%;0202;0,994995;-3,250%;quick,medium,balanced;overall_geomean_score_p50;1,103959;1,057793;-4,364%;0,960220;0,962258;0,212%;1,022843;0,967766;-5,691%;7/7;0;284,275 ms;1,00%;0;0,962258;0,960220;0,212%;78265,000 ms (78,265 s);78566,000 ms (78,566 s);38539,718 ms (38,540 s);39147,092 ms (39,147 s);77686,810 ms (77,687 s);1,027332;0,994995;-3,250%;0,501%;-2,733%
snapshot;2026-03-22T13:13:40.139Z;0204;loser;0203;B04.S03.S01;2;S01 soften min-merge: DEFAULT_MIN_MERGE 40->36;medium;57,121 ms;61,536 ms;56,978 ms;50,641 ms;1,015%;0,251%;0,973092;2,691%;0202;1,007453;-0,938%;quick,medium,balanced;overall_geomean_score_p50;1,060316;1,024894;-3,456%;0,973092;1,017535;4,368%;1,019174;0,980495;-3,945%;7/7;0;271,693 ms;1,00%;0;1,017535;0,973092;4,368%;76720,000 ms (76,720 s);77007,000 ms (77,007 s);38268,964 ms (38,269 s);37815,143 ms (37,815 s);76084,108 ms (76,084 s);1,016902;1,007453;-0,938%;-0,745%;-1,690%
snapshot;2026-03-22T13:15:14.397Z;0205;loser;0204;B04.S03.S01;3;S01 preset rebalance: BULK_COPY_THRESHOLD 256->192;medium;56,667 ms;54,176 ms;56,914 ms;59,914 ms;-1,411%;-0,436%;1,027992;-2,799%;0202;0,996880;-3,448%;quick,medium,balanced;overall_geomean_score_p50;1,070590;1,048075;-2,148%;1,027992;0,954911;-7,653%;0,996514;0,989859;-0,672%;7/7;0;267,651 ms;1,00%;0;0,954911;1,027992;-7,653%;76145,000 ms (76,145 s);76430,000 ms (76,430 s);37770,959 ms (37,771 s);37766,162 ms (37,766 s);75537,121 ms (75,537 s);1,031253;0,996880;-3,448%;0,312%;-3,125%
snapshot;2026-03-22T13:16:46.454Z;0206;loser;0205;B04.S03.S01;4;S01 gallop shift: DEFAULT_MIN_GALLOPING 7->6 with threshold192;medium;57,562 ms;56,660 ms;56,723 ms;54,183 ms;1,000%;1,457%;0,984258;1,574%;0202;0,994477;-2,661%;quick,medium,balanced;overall_geomean_score_p50;1,093144;1,028514;-6,284%;0,984258;0,965313;-1,963%;0,989040;0,990616;0,159%;7/7;0;265,275 ms;1,00%;0;0,965313;0,984258;-1,963%;76763,000 ms (76,763 s);77045,000 ms (77,045 s);37912,993 ms (37,913 s);38223,520 ms (38,224 s);76136,514 ms (76,137 s);1,020940;0,994477;-2,661%;0,552%;-2,094%
snapshot;2026-03-22T13:18:16.204Z;0207;loser;0206;B04.S03.S01;5;S01 final attempt: BULK_COPY_THRESHOLD 192->256 with MIN_GALLOPING=6;medium;55,771 ms;55,498 ms;55,144 ms;50,174 ms;-0,673%;1,125%;0,977039;2,296%;0202;0,992560;-3,551%;quick,medium,balanced;overall_geomean_score_p50;1,103965;1,032306;-6,942%;0,977039;0,951939;-2,637%;1,006621;0,995069;-1,161%;7/7;0;286,537 ms;1,00%;0;0,951939;0,977039;-2,637%;76896,000 ms (76,896 s);77198,000 ms (77,198 s);37908,415 ms (37,908 s);38374,873 ms (38,375 s);76283,288 ms (76,283 s);1,027806;0,992560;-3,551%;0,744%;-2,781%
snapshot;2026-03-22T13:19:50.236Z;0208;loser;0202;B04.S03.S02;1;anchor 0202 S02: add case4 insertion-shift fast path;medium;55,857 ms;54,914 ms;54,662 ms;50,006 ms;-0,068%;2,139%;0,967464;3,254%;0202;0,996930;-1,222%;quick,medium,balanced;overall_geomean_score_p50;1,061899;1,022516;-3,852%;0,967464;0,976965;0,972%;1,000241;0,991846;-0,846%;7/7;0;268,826 ms;1,00%;0;0,976965;0,967464;0,972%;76163,000 ms (76,163 s);76447,000 ms (76,447 s);37719,683 ms (37,720 s);37840,032 ms (37,840 s);75559,715 ms (75,560 s);1,009116;0,996930;-1,222%;0,307%;-0,912%
snapshot;2026-03-22T13:21:18.047Z;0209;loser;0208;B04.S03.S02;2;S02 quick tune: BULK_COPY_THRESHOLD 256->192 with case4;medium;57,475 ms;59,635 ms;57,604 ms;60,193 ms;-3,696%;-0,225%;1,007722;-0,772%;0202;0,981355;-6,630%;quick,medium,balanced;overall_geomean_score_p50;1,100585;1,001156;-9,931%;1,007722;0,976615;-3,185%;1,033109;0,966614;-6,879%;7/7;0;306,675 ms;1,00%;0;0,976615;1,007722;-3,185%;77455,000 ms (77,455 s);77777,000 ms (77,777 s);38480,275 ms (38,480 s);38349,198 ms (38,349 s);76829,472 ms (76,829 s);1,046414;0,981355;-6,630%;1,865%;-4,641%
snapshot;2026-03-22T13:22:51.620Z;0210;loser;0209;B04.S03.S02;3;S02 recovery: BULK_COPY_THRESHOLD 192->256;medium;56,787 ms;55,885 ms;54,746 ms;51,821 ms;0,349%;3,596%;0,973701;2,630%;0202;1,002974;-3,967%;quick,medium,balanced;overall_geomean_score_p50;1,164081;1,016909;-14,472%;0,973701;0,970623;-0,317%;1,000326;1,022200;2,140%;7/7;0;289,235 ms;1,00%;0;0,970623;0,973701;-0,317%;78889,000 ms (78,889 s);79193,000 ms (79,193 s);37859,929 ms (37,860 s);40405,876 ms (40,406 s);78265,804 ms (78,266 s);1,042758;1,002974;-3,967%;-0,297%;-4,276%
snapshot;2026-03-22T13:24:21.334Z;0211;loser;0210;B04.S03.S02;4;S02 gallop shift: DEFAULT_MIN_GALLOPING 7->6 with case4+threshold256;medium;57,022 ms;56,598 ms;55,559 ms;49,962 ms;4,051%;2,565%;0,971405;2,860%;0202;0,996527;-0,400%;quick,medium,balanced;overall_geomean_score_p50;1,016271;1,007369;-0,884%;0,971405;0,989661;1,845%;1,014511;0,992642;-2,203%;7/7;0;277,392 ms;1,00%;0;0,989661;0,971405;1,845%;76852,000 ms (76,852 s);77144,000 ms (77,144 s);37984,940 ms (37,985 s);38251,570 ms (38,252 s);76236,510 ms (76,237 s);1,000512;0,996527;-0,400%;0,347%;-0,051%
snapshot;2026-03-22T13:25:52.807Z;0212;loser;0211;B04.S03.S02;5;S02 final attempt: remove case4 insertion path (keep MIN_GALLOPING=6, threshold256);medium;56,847 ms;53,760 ms;55,513 ms;53,235 ms;-0,940%;2,348%;0,959728;4,027%;0202;0,990491;-1,962%;quick,medium,balanced;overall_geomean_score_p50;1,082605;1,017184;-6,432%;0,959728;0,980237;2,092%;0,991386;0,974588;-1,724%;7/7;0;289,168 ms;1,00%;0;0,980237;0,959728;2,092%;76926,000 ms (76,926 s);77232,000 ms (77,232 s);37738,017 ms (37,738 s);38578,387 ms (38,578 s);76316,403 ms (76,316 s);1,009920;0,990491;-1,962%;0,951%;-0,992%
snapshot;2026-03-22T13:27:33.041Z;0213;loser;0202;B04.S03.S03;1;anchor 0202 S03: DEFAULT_TMP_STORAGE_LENGTH 256->288;medium;57,430 ms;56,561 ms;56,586 ms;56,737 ms;-2,511%;1,469%;0,964633;3,537%;0202;0,972128;-6,339%;quick,medium,balanced;overall_geomean_score_p50;1,152963;0,956305;-20,564%;0,964633;0,976626;1,228%;0,993290;0,983663;-0,979%;7/7;0;289,221 ms;1,00%;0;0,976626;0,964633;1,228%;77383,000 ms (77,383 s);77690,000 ms (77,690 s);38404,809 ms (38,405 s);38351,448 ms (38,351 s);76756,257 ms (76,756 s);1,033755;0,972128;-6,339%;2,787%;-3,376%
snapshot;2026-03-22T13:29:02.890Z;0214;loser;0213;B04.S03.S03;2;S03 midpoint tmp sizing: DEFAULT_TMP_STORAGE_LENGTH 288->272;medium;57,908 ms;56,137 ms;55,523 ms;49,822 ms;1,937%;4,118%;0,973050;2,695%;0202;0,998945;-1,480%;quick,medium,balanced;overall_geomean_score_p50;1,083316;1,040115;-4,153%;0,973050;0,968915;-0,427%;0,988263;0,989140;0,089%;7/7;0;298,769 ms;1,00%;0;0,968915;0,973050;-0,427%;77186,000 ms (77,186 s);77503,000 ms (77,503 s);38218,231 ms (38,218 s);38359,875 ms (38,360 s);76578,105 ms (76,578 s);1,013727;0,998945;-1,480%;0,105%;-1,373%
snapshot;2026-03-22T13:30:35.625Z;0215;loser;0214;B04.S03.S03;3;S03 gallop shift: DEFAULT_MIN_GALLOPING 7->6 with TMP=272;medium;58,944 ms;53,456 ms;54,277 ms;49,739 ms;6,274%;7,918%;0,905776;9,422%;0202;0,957872;0,809%;quick,medium,balanced;overall_geomean_score_p50;0,961335;0,968928;0,784%;0,905776;0,942301;3,876%;0,985016;0,962589;-2,330%;7/7;0;301,630 ms;1,00%;0;0,942301;0,905776;3,876%;78147,000 ms (78,147 s);78468,000 ms (78,468 s);38725,567 ms (38,726 s);38830,200 ms (38,830 s);77555,767 ms (77,556 s);0,950122;0,957872;0,809%;4,213%;4,988%
snapshot;2026-03-22T13:32:09.572Z;0216;loser;0215;B04.S03.S03;4;S03 balanced recovery: DEFAULT_TMP_STORAGE_LENGTH 272->256 with MIN_GALLOPING=6;medium;59,217 ms;54,990 ms;56,284 ms;50,835 ms;-6,423%;4,953%;0,947502;5,250%;0202;0,994584;-1,666%;quick,medium,balanced;overall_geomean_score_p50;1,093305;1,032600;-5,879%;0,947502;0,976117;2,932%;0,997986;0,976091;-2,243%;7/7;0;274,881 ms;1,00%;0;0,976117;0,947502;2,932%;78145,000 ms (78,145 s);78437,000 ms (78,437 s);38862,167 ms (38,862 s);38685,960 ms (38,686 s);77548,126 ms (77,548 s);1,011149;0,994584;-1,666%;0,542%;-1,115%
snapshot;2026-03-22T13:33:39.205Z;0217;loser;0216;B04.S03.S03;5;S03 final attempt: DEFAULT_MIN_GALLOPING 6->5 with threshold256;medium;56,578 ms;58,173 ms;56,245 ms;57,209 ms;-3,163%;0,589%;0,976130;2,387%;0202;1,020448;-2,223%;quick,medium,balanced;overall_geomean_score_p50;1,143157;1,091725;-4,711%;0,976130;0,989386;1,340%;1,017193;0,983772;-3,397%;7/7;0;292,785 ms;1,00%;0;0,989386;0,976130;1,340%;77225,000 ms (77,225 s);77534,000 ms (77,534 s);38150,297 ms (38,150 s);38443,680 ms (38,444 s);76593,978 ms (76,594 s);1,043131;1,020448;-2,223%;-2,045%;-4,313%
snapshot;2026-03-22T13:35:34.882Z;0218;loser;0000;B05;1;B05 root: add case4 insertion-shift fast path;medium;57,283 ms;56,376 ms;57,120 ms;57,111 ms;n/a;0,286%;1,001233;-0,123%;0000;1,017893;-0,869%;quick,medium,balanced;overall_geomean_score_p50;1,068559;1,046263;-2,131%;1,001233;1,009312;0,800%;1,011690;0,998712;-1,299%;7/7;0;275,348 ms;1,00%;0;1,009312;1,001233;0,800%;78007,000 ms (78,007 s);78300,000 ms (78,300 s);38593,584 ms (38,594 s);38773,941 ms (38,774 s);77367,526 ms (77,368 s);1,026740;1,017893;-0,869%;-1,789%;-2,674%
snapshot;2026-03-22T13:37:09.657Z;0219;loser;0218;B05;2;B05 continuation: DEFAULT_MIN_GALLOPING 7->8 with case4;medium;57,761 ms;60,820 ms;57,192 ms;51,303 ms;1,137%;0,985%;0,998394;0,161%;0000;1,027720;1,232%;quick,medium,balanced;overall_geomean_score_p50;1,020602;1,060975;3,805%;0,998394;1,012538;1,397%;1,026411;1,010434;-1,581%;7/7;0;285,307 ms;1,00%;0;1,012538;0,998394;1,397%;78580,000 ms (78,580 s);78883,000 ms (78,883 s);38956,485 ms (38,956 s);38990,479 ms (38,990 s);77946,964 ms (77,947 s);1,015063;1,027720;1,232%;-2,772%;-1,506%
snapshot;2026-03-22T13:38:44.983Z;0220;loser;0219;B05;3;B05 guardrail test: remove case4, keep DEFAULT_MIN_GALLOPING=8;medium;57,954 ms;55,703 ms;57,381 ms;57,375 ms;-4,278%;0,989%;1,021200;-2,120%;0000;1,007889;-5,020%;quick,medium,balanced;overall_geomean_score_p50;1,129707;1,018957;-10,869%;1,021200;0,987184;-3,446%;1,027972;1,017850;-0,994%;7/7;0;264,143 ms;1,00%;0;0,987184;1,021200;-3,446%;78889,000 ms (78,889 s);79170,000 ms (79,170 s);38994,854 ms (38,995 s);39286,334 ms (39,286 s);78281,188 ms (78,281 s);1,058488;1,007889;-5,020%;-0,789%;-5,849%
snapshot;2026-03-22T13:40:13.455Z;0221;loser;0220;B05;4;B05 strong shift: BULK_COPY_THRESHOLD 32->256 with MIN_GALLOPING=8;medium;57,584 ms;55,355 ms;56,511 ms;53,742 ms;5,139%;1,864%;0,980890;1,911%;0000;1,018313;1,396%;quick,medium,balanced;overall_geomean_score_p50;1,044864;1,052115;0,689%;0,980890;1,022658;4,084%;0,987751;0,981409;-0,646%;7/7;0;282,299 ms;1,00%;0;1,022658;0,980890;4,084%;77957,000 ms (77,957 s);78265,000 ms (78,265 s);38364,749 ms (38,365 s);38951,362 ms (38,951 s);77316,111 ms (77,316 s);1,004097;1,018313;1,396%;-1,831%;-0,410%
snapshot;2026-03-22T13:41:42.577Z;0222;loser;0221;B05;5;B05 final attempt: BULK_COPY_THRESHOLD 256->192 with MIN_GALLOPING=8;medium;58,645 ms;58,453 ms;57,670 ms;61,547 ms;-1,433%;1,663%;0,988887;1,111%;0000;1,018764;0,027%;quick,medium,balanced;overall_geomean_score_p50;1,069166;1,035897;-3,212%;0,988887;1,003950;1,500%;0,999260;1,016699;1,715%;7/7;0;290,977 ms;1,00%;0;1,003950;0,988887;1,500%;78002,000 ms (78,002 s);78310,000 ms (78,310 s);38576,794 ms (38,577 s);38774,120 ms (38,774 s);77350,914 ms (77,351 s);1,018490;1,018764;0,027%;-1,876%;-1,849%
snapshot;2026-03-22T13:43:24.190Z;0223;loser;0000;B06;1;B06 root: DEFAULT_MIN_GALLOPING 7->8 + BULK_COPY_THRESHOLD 32->256;medium;58,326 ms;54,889 ms;55,039 ms;50,341 ms;n/a;5,636%;0,955281;4,472%;0000;1,017714;1,511%;quick,medium,balanced;overall_geomean_score_p50;1,050342;1,082954;3,011%;0,955281;0,996579;4,144%;1,003655;0,976688;-2,761%;7/7;0;278,169 ms;1,00%;0;0,996579;0,955281;4,144%;78521,000 ms (78,521 s);78815,000 ms (78,815 s);38751,978 ms (38,752 s);39154,263 ms (39,154 s);77906,241 ms (77,906 s);1,002341;1,017714;1,511%;-1,771%;-0,234%
snapshot;2026-03-22T13:44:54.066Z;0224;winner;0223;B06;2;B06 balance tune: BULK_COPY_THRESHOLD 256->192 (MIN_GALLOPING=8);medium;57,420 ms;54,083 ms;55,858 ms;51,425 ms;-1,340%;2,720%;0,969816;3,018%;0000;1,029029;1,288%;quick,medium,balanced;overall_geomean_score_p50;1,076821;1,074113;-0,252%;0,969816;1,009271;3,909%;1,003585;1,005137;0,154%;7/7;0;279,489 ms;1,00%;0;1,009271;0,969816;3,909%;77334,000 ms (77,334 s);77632,000 ms (77,632 s);38201,836 ms (38,202 s);38532,287 ms (38,532 s);76734,122 ms (76,734 s);1,015771;1,029029;1,288%;-2,903%;-1,577%
snapshot;2026-03-22T13:46:29.121Z;0225;loser;0224;B06.S01;1;anchor 0224 S01: DEFAULT_MIN_GALLOPING 8->7 with threshold192;medium;57,301 ms;56,651 ms;54,528 ms;50,572 ms;-0,639%;4,839%;0,946796;5,320%;0224;0,977041;-4,628%;quick,medium,balanced;overall_geomean_score_p50;1,116580;0,988776;-12,925%;0,946796;0,964083;1,793%;1,010503;0,978421;-3,279%;7/7;0;274,929 ms;1,00%;0;0,964083;0,946796;1,793%;76643,000 ms (76,643 s);76938,000 ms (76,938 s);38098,219 ms (38,098 s);37943,965 ms (37,944 s);76042,185 ms (76,042 s);1,022260;0,977041;-4,628%;2,296%;-2,226%
snapshot;2026-03-22T13:48:06.152Z;0226;loser;0225;B06.S01;2;S01 correction: DEFAULT_MIN_GALLOPING 7->8;medium;57,487 ms;52,820 ms;55,495 ms;55,415 ms;-0,550%;3,464%;0,990309;0,969%;0224;0,995452;-3,257%;quick,medium,balanced;overall_geomean_score_p50;1,112516;1,007184;-10,458%;0,990309;1,000957;1,064%;0,985705;0,978447;-0,742%;7/7;0;291,286 ms;1,00%;0;1,000957;0,990309;1,064%;76578,000 ms (76,578 s);76887,000 ms (76,887 s);37808,714 ms (37,809 s);38139,388 ms (38,139 s);75948,101 ms (75,948 s);1,027877;0,995452;-3,257%;0,455%;-2,788%
snapshot;2026-03-22T13:49:38.771Z;0227;loser;0226;B06.S01;3;S01 quick-focused threshold tune: BULK_COPY_THRESHOLD 192->128;medium;57,680 ms;57,434 ms;56,677 ms;52,121 ms;1,255%;1,738%;0,972290;2,771%;0224;1,005023;-0,990%;quick,medium,balanced;overall_geomean_score_p50;1,072693;1,038347;-3,308%;0,972290;0,989385;1,728%;1,002524;0,988144;-1,455%;7/7;0;278,893 ms;1,00%;0;0,989385;0,972290;1,728%;77257,000 ms (77,257 s);77552,000 ms (77,552 s);38373,081 ms (38,373 s);38276,557 ms (38,277 s);76649,638 ms (76,650 s);1,014975;1,005023;-0,990%;-0,502%;-1,497%
snapshot;2026-03-22T13:51:13.674Z;0228;loser;0227;B06.S01;4;S01 near-threshold adjustment: BULK_COPY_THRESHOLD 128->160;medium;58,752 ms;53,894 ms;55,211 ms;50,909 ms;1,837%;6,028%;0,948557;5,144%;0224;0,958461;-3,951%;quick,medium,balanced;overall_geomean_score_p50;1,070098;0,958373;-11,658%;0,948557;0,970971;2,308%;0,974366;0,946201;-2,977%;7/7;0;280,372 ms;1,00%;0;0,970971;0,948557;2,308%;77785,000 ms (77,785 s);78082,000 ms (78,082 s);38363,099 ms (38,363 s);38802,511 ms (38,803 s);77165,610 ms (77,166 s);0,996329;0,958461;-3,951%;4,154%;0,367%
snapshot;2026-03-22T13:52:45.103Z;0229;loser;0228;B06.S01;5;S01 final attempt: BULK_COPY_THRESHOLD 160->256;medium;56,813 ms;59,369 ms;55,653 ms;55,044 ms;-3,223%;2,041%;0,955921;4,408%;0224;0,978900;-5,060%;quick,medium,balanced;overall_geomean_score_p50;1,141364;0,963625;-18,445%;0,955921;0,978487;2,306%;0,996979;0,994837;-0,215%;7/7;0;263,392 ms;1,00%;0;0,978487;0,955921;2,306%;77103,000 ms (77,103 s);77382,000 ms (77,382 s);38221,380 ms (38,221 s);38260,534 ms (38,261 s);76481,914 ms (76,482 s);1,028436;0,978900;-5,060%;2,110%;-2,844%
